experiment_id,model_short,num_layers,sparsity,k_value,method,num_blocks,perplexity,status,compress_time_s,eval_time_s,total_time_s,shortcut_params,shortcut_memory_mb,attn_shortcuts,mlp_shortcuts,hidden_size,sliced_dim,total_params,total_params_mb,gpu_peak_mb,model_load_time_s,timestamp_start,timestamp_end,error
opt-6.7b_s10_k8,opt-6.7b,32,0.1,8,k-block-8,4,91.4275894165039,success,404.4636251926422,43.42379593849182,487.5541167259216,55700480.0,106.240234375,3.0,1.0,4096,3680,6250318528.0,11921.536499023438,18952.1953125,4.605148792266846,2025-12-11T17:08:47.336466,2025-12-11T17:16:54.890598,
opt-6.7b_s10_k16,opt-6.7b,32,0.1,16,k-block-16,2,25.3182430267334,success,403.6730444431305,43.27205491065979,487.1922626495361,28615680.0,54.580078125,1.0,1.0,4096,3680,6223233728.0,11869.876342773438,18696.1953125,4.668731451034546,2025-12-11T17:16:57.157143,2025-12-11T17:25:04.349426,
opt-6.7b_s10_k32,opt-6.7b,32,0.1,32,global,1,11.288077354431152,success,409.9876139163971,43.40291404724121,493.5079770088196,15073280.0,28.75,0.0,1.0,4096,3680,6209691328.0,11844.046264648438,18568.1953125,4.659953355789185,2025-12-11T17:25:06.650144,2025-12-11T17:33:20.158133,
opt-6.7b_s20_k1,opt-6.7b,32,0.2,1,per-layer,32,11.798213958740234,success,818.8310372829437,45.05775332450867,901.4968531131744,687879104.0,1312.0252685546875,32.0,32.0,4096,3272,6226080232.0,11875.305618286133,18221.9140625,3.3227579593658447,2025-12-11T17:33:22.451796,2025-12-11T17:48:23.948671,
opt-6.7b_s20_k2,opt-6.7b,32,0.2,2,k-block-2,16,15094.7421875,success,410.5954229831696,42.48882246017456,491.8839547634125,173991872.0,331.8631591796875,15.0,1.0,4096,3272,5712193000.0,5447.571754455566,12230.9150390625,3.728368043899536,2025-12-12T13:01:51.306267,2025-12-12T13:10:03.190245,
opt-6.7b_s20_k4,opt-6.7b,32,0.2,4,k-block-4,8,1652.04638671875,success,407.6720690727234,41.95675325393677,487.5638163089752,88344000.0,168.5028076171875,7.0,1.0,4096,3272,5626545128.0,10731.783157348633,19976.1953125,3.536848783493042,2025-12-11T17:53:14.924751,2025-12-11T18:01:22.488593,
opt-6.7b_s20_k8,opt-6.7b,32,0.2,8,k-block-8,4,84.82642364501953,success,405.74937105178833,41.76282835006714,485.6288778781891,45520064.0,86.8226318359375,3.0,1.0,4096,3272,5583721192.0,10650.102981567385,18952.1953125,3.877002477645874,2025-12-11T18:01:24.737189,2025-12-11T18:09:30.366075,
opt-6.7b_s20_k16,opt-6.7b,32,0.2,16,k-block-16,2,27.692630767822266,success,404.55674934387207,41.63643670082092,485.7803235054016,24108096.0,45.9825439453125,1.0,1.0,4096,3272,5562309224.0,10609.262893676758,18696.1953125,3.418745756149292,2025-12-11T18:09:32.620580,2025-12-11T18:17:38.400911,
opt-6.7b_s20_k32,opt-6.7b,32,0.2,32,global,1,12.01428508758545,success,410.9109513759613,41.64501452445984,490.685076713562,13402112.0,25.5625,0.0,1.0,4096,3272,5551603240.0,10588.842849731443,18568.1953125,3.9871671199798575,2025-12-11T18:17:40.679667,2025-12-11T18:25:51.364766,
opt-6.7b_s25_k1,opt-6.7b,32,0.25,1,per-layer,32,12.311124801635742,success,810.914813041687,41.74558997154236,890.5567998886108,607125504.0,1158.0,32.0,32.0,4096,3072,5823553632.0,11107.547058105469,18192.2265625,3.543464422225952,2025-12-11T18:25:53.662389,2025-12-11T18:40:44.219203,
opt-6.7b_s25_k2,opt-6.7b,32,0.25,2,k-block-2,16,11576.80859375,success,410.2028956413269,40.566088914871216,493.80465364456177,154140672.0,294.0,15.0,1.0,4096,3072,5370568800.0,5121.773529052734,11576.18115234375,4.514444589614868,2025-12-12T13:10:12.624992,2025-12-12T13:18:26.429695,
opt-6.7b_s25_k4,opt-6.7b,32,0.25,4,k-block-4,8,1473.761474609375,success,408.278578042984,40.30344367027283,486.4021637439728,78643200.0,150.0,7.0,1.0,4096,3072,5295071328.0,10099.547058105469,19976.1953125,3.6872830390930176,2025-12-11T18:45:35.679630,2025-12-11T18:53:42.081815,
opt-6.7b_s25_k8,opt-6.7b,32,0.25,8,k-block-8,4,89.76805114746094,success,409.0485122203827,40.12649965286255,487.49747943878174,40894464.0,78.0,3.0,1.0,4096,3072,5257322592.0,10027.547058105469,18952.1953125,4.132707118988037,2025-12-11T18:53:44.330412,2025-12-11T19:01:51.827913,
opt-6.7b_s25_k16,opt-6.7b,32,0.25,16,k-block-16,2,29.676631927490234,success,407.23722672462463,40.01761031150818,489.1003794670105,22020096.0,42.0,1.0,1.0,4096,3072,5238448224.0,9991.547058105469,18696.1953125,3.3584330081939697,2025-12-11T19:01:54.072405,2025-12-11T19:10:03.172807,
opt-6.7b_s25_k32,opt-6.7b,32,0.25,32,global,1,12.687908172607422,success,413.7089154720306,40.050405979156494,492.8843638896942,12582912.0,24.0,0.0,1.0,4096,3072,5229011040.0,9973.547058105469,18568.1953125,4.433850765228272,2025-12-11T19:10:05.436695,2025-12-11T19:18:18.321074,
opt-6.7b_s30_k1,opt-6.7b,32,0.3,1,per-layer,32,12.99137020111084,success,810.8321070671082,40.80832505226135,890.3173122406006,528488192.0,1008.01123046875,32.0,32.0,4096,2864,5410272400.0,10319.275665283203,18161.3515625,4.392112731933594,2025-12-11T19:18:20.594622,2025-12-11T19:33:10.911955,
opt-6.7b_s30_k2,opt-6.7b,32,0.3,2,k-block-2,16,9997.7607421875,success,414.5290732383728,39.53163385391235,492.2775738239288,134768384.0,257.05029296875,15.0,1.0,4096,2864,5016552592.0,9568.314727783203,20488.1953125,3.7394449710845943,2025-12-11T19:33:13.262122,2025-12-11T19:41:25.539707,
opt-6.7b_s30_k4,opt-6.7b,32,0.3,4,k-block-4,8,1575.26123046875,success,407.97388434410095,39.43391728401184,487.776743888855,69148416.0,131.89013671875,7.0,1.0,4096,2864,4950932624.0,9443.154571533203,19464.1953125,3.6351470947265625,2025-12-11T19:41:27.766210,2025-12-11T19:49:35.542977,
opt-6.7b_s30_k8,opt-6.7b,32,0.3,8,k-block-8,4,99.00109100341795,success,405.7942922115326,39.47841835021973,482.87740564346313,36338432.0,69.31005859375,3.0,1.0,4096,2864,4918122640.0,9380.574493408203,18952.1953125,3.5796468257904053,2025-12-11T19:49:37.776107,2025-12-11T19:57:40.653534,
opt-6.7b_s30_k16,opt-6.7b,32,0.3,16,k-block-16,2,35.29053497314453,success,404.226948261261,39.457141160964966,481.7444643974304,19933440.0,38.02001953125,1.0,1.0,4096,2864,4901717648.0,9349.284454345703,18696.1953125,3.288576602935791,2025-12-11T19:57:42.903899,2025-12-11T20:05:44.648385,
opt-6.7b_s30_k32,opt-6.7b,32,0.3,32,global,1,13.60407543182373,success,411.50276708602905,39.43591713905335,488.5205166339874,11730944.0,22.375,0.0,1.0,4096,2864,4893515152.0,9333.639434814451,18568.1953125,3.409154891967773,2025-12-11T20:05:46.903599,2025-12-11T20:13:55.424138,
